****************************************************************
*       Calculation started on: Fri May 31 10:40:21 2024       *
****************************************************************
Timestep     Number of nodes      Mean crossing time     Crossed probability
     520              136267     71.8950893262912416      0.9652178405760704
     521              136784     71.9383417037646211      0.9653009241733769
     522              137313     71.9722066142416850      0.9653658582050303
     523              137832     72.0152344088818666      0.9654481941867518
     524              138363     72.0489591992106568      0.9655126125791823
     525              138884     72.0917646698091232      0.9655942109496144
     526              139417     72.1253504840640574      0.9656581198032662
     527              139940     72.1679358568570422      0.9657389903909358
     528              140475     72.2013838255370217      0.9658023957111602
     529              141000     72.2437512947991252      0.9658825481726064
     530              141537     72.2770625350339913      0.9659454558714823
     531              142064     72.3192142636575852      0.9660248996949411
     532              142603     72.3523898794088325      0.9660873155930630
     533              143132     72.3943279994715283      0.9661660601020569
     534              143673     72.4273690817290401      0.9662279899302629
     535              144204     72.4690956950496741      0.9663060442871115
     536              144747     72.5020033220267521      0.9663674936882048
     537              145280     72.5435205007079560      0.9664448668974396
     538              145825     72.5762957380311207      0.9665058414278355
     539              146360     72.6176055249927401      0.9665825423395246
     540              146907     72.6502494258897684      0.9666430474708888
     541              147444     72.6913538353893784      0.9667190847838872
     542              147993     72.7238674408726240      0.9667791259047215
     543              148532     72.7647684590147890      0.9668545081698453
     544              149083     72.7971527980631379      0.9669140905870511
     545              149624     72.8378523832988378      0.9669888262101577
     546              150177     72.8701084730341506      0.9670479551505479
     547              150720     72.9106085566500894      0.9671220523955609
     548              151275     72.9427374025119377      0.9671807330073582
     549              151820     72.9830398891078005      0.9672541999992038
     550              152377     73.0150424850254751      0.9673124373534908
     551              152924     73.0551492529837390      0.9673852820809680
     552              153483     73.0870265815446771      0.9674430811731128
     553              154032     73.1269394834882576      0.9675153114916902
     554              154593     73.1586925161033435      0.9675726772427374
     555              155144     73.1984133793452258      0.9676443008772958
     556              155707     73.2300430764115333      0.9677012381353339
     557              156260     73.2695737033948546      0.9677722626828226
     558              156825     73.3010810144564573      0.9678287762243171
     559              157380     73.3404231831848676      0.9678992091563637
     560              157947     73.3718090470891013      0.9679553036874554
